,value,has_keyword,pred,class
272,apple looks to have implemented some serious performance improvements while keeping the cost of this phone down and that impression has been borne out in our experience with the iphone se it matched the iphone 11 pro max – the most powerful phone from apple on the market – for speed when exporting an imovie and actually compressed a 1080p fouranda half minute video at an almost identical speed,1,0.9844396260291822,1
273,the touch id sensor which provides flawless fingerprint login continues to serve double duty as a home button,1,0.9598017413121974,1
274,what does that all add up to,1,0.9316702660044948,1
275,the ear speaker is clear and loud and the noisecancelling mic does a good job of clearing up any distracting external noises when you’re on a call,1,0.9527227797528389,1
276,the iphone se is rated ip67 for water and dust resistance,0,0.883701367995895,1
277,we compared it to the older iphone 8 plus with the same test and when compressing and exporting a movie down to a smaller size the iphone se 2020 managed the task so much quicker,1,0.9870521066237568,1
278,this a subtle but significant design choice,1,0.9697607526584793,1
279,a theme perhaps if youre upgrading from the iphone 4s or 5 or comparing this phone with a samsung galaxy s5  youre going to get much better coverage and internet speeds on the se,1,0.9737810885435629,1
280,there are louder call speakers out there but i didn’t have any problems hearing or making myself heard even on windy days with lots of traffic noise around me,1,0.9428393975880215,1
281,the iphone se is rated ip67 meaning it can withstand being submerged for 30 minutes at a depth of 1 meter about 3 feet,1,0.9414046966108066,1
282,if you’re going to tax the phone to its limits then the iphone 11 pro handsets are more able to handle graphically intensive tasks and apps  but even when playing more powerful games like pascal’s wager we didn’t feel the new iphone se losing any performance,1,0.9875913707692159,1
283,because it has a home button the iphone se doesn’t use the new gesture navigation system found on other new iphones,1,0.9945954429615392,1
284,if youre comparing it to an iphone 6 youll be about on par,1,0.9807654790095544,1
285,neither the design screen or sound quality excites the blood much – so far the iphone se isn’t very different at all when compared to its predecessors,1,0.9897345198864065,1
286,i wasnt able to test this claim though i did submerge it in a liter of water for 30 minutes and everything worked fine,1,0.9612153063801067,1
287,the average user will notice little difference unless intentionally trying to tax the se 2020,1,0.978164357757396,1
288,i like this,1,0.9882040086504283,1
289,small size big powerthe iphone se uses the same apple a9 processor that the iphone 6s does running at 19ghz with 2gb of ram,1,0.9883069567732407,1
290,that all changes though when i scratch the surface and take the camera for a spin around london,1,0.9686003463585662,1
291,this level of water and dust resistance isnt something you normally find on phones under 400 so its particularly noteworthy that the iphone se has it,1,0.9736464584531449,1
292,whats interesting is the way that the iphone se has been angled by apple in terms of power output,1,0.9838021366141583,1
293,gesture controls are clearly the new normal but i like having the button which i think is more intuitive,1,0.9787760144698492,1
294,its processor power benchmarks exactly like the 6s—which is by the way 75 percent faster than the iphone 5s,1,0.9852732877469474,1
295,the se comes in three colors black white and red,1,0.9782449185254767,1
296,our benchmark testing showed that the newest iphone doesnt quite have the raw grunt or speed of the iphone 11 range suggesting that apple is balancing power output with battery performance,1,0.9843051520496894,1
297,as for ports well you get a lightning connector – a proprietary dead horse that i don’t feel the need to dig up and flog,1,0.9539991790492685,1
298,the powerful gpu means that onscreen graphics benchmarks tend to hit vsync the 60 frame per second limit beyond which screen images generally tend to tear and skip,1,0.9511257823116627,1
299,the iphone 8 had its own red version too but it had white bezels and damn if the iphone se doesnt look more striking in red with black bezels,1,0.9708377246265703,1
300,you can see the same thing on the iphone 11 vs the iphone 11 pro  small differences in benchmark scores likely in a bid to make sure each experience is tailored to different target users,1,0.9875398776663349,1
301,just know that you’ll need either wireless audio or a lightningto35mm audio adapter which isn’t included in the box,1,0.962731828022608,1
302,the a9 processor enables handsfree hey siri voice commands which i find much more usable than holding down the home button,1,0.9624167829249232,1
303,the iphone ses battery life is longer than the iphone 8,1,0.9943929965606785,1
304,those interested in the pro model will want the absolute max power which is why theres a larger battery to compensate but the more regular user might be fine with more of a balance  the new iphone se also appears to have 3gb of ram rather than the 4gb the iphone 11 is packing again minimizing costs,1,0.9899365855347941,1
305,the iphone se has a 47inch ips multitouch display that serves up a 1334 x 750 resolution or 326 pixels per inch,1,0.9713341567454739,1
306,it also enables apples animated live photos which can now be shared on facebook,1,0.9706193274524771,1
307,apples website says that the iphone ses battery lasts about the same as the iphone 8 but my testing showed it lasted much longer,1,0.9836755874676659,1
308,we experienced very little in the way of slowdown during our time with the new iphone se – apart from in the camera where the phone took a second or two to process each image we took,1,0.988579067514878,1
309,it’s a true tone screen meaning it adapts to the light in your environment with wide color support haptic touch and reaches a maximum brightness of 625 nits per apple,1,0.9717228951520469,1
310,the se runs ios 93,1,0.9804970024352808,1
311,i played a looped video on airplane mode at 50 brightness and the iphone se lasted 15 hours 45 minutes,1,0.9728910167335568,1
312,that’s not a huge problem in the grand scheme of things but if you want to instantly check out a snap you’ve taken it takes the shine off somewhat,1,0.9735987208248683,1
313,is a 47inch screen too small for a smartphone sold in 2020,1,0.9942398909717695,1
314,its our editors choice for mobile operating systems if only because unlike with android ios devices get frequent updates and are free of carrier bloatware,1,0.9676315901050235,1
315,thats hours longer than what the iphone 8 and iphone se lasted in the same test when they were new,1,0.9931259000479379,1
316,it’s hard to know what else to say about the upgraded chipset especially when we don’t know the amount of ram that it’s teamed with which will have an impact on the performance of some apps in the future but based on sidebyside comparisons we couldn’t fault the power of the new cheaper iphone,1,0.9591152945526075,1
317,no … but it’s close,1,0.9599684786055402,1
318,thirdparty apps especially games and social networks still tend to come to ios first and the apps are still often betterlooking and betterdesigned,1,0.9876399099640085,1
319,anecdotally it made it through a day and a half without a problem and a couple times it went two days straight without a charge,1,0.9732733996659745,1
320,in our view the makeorbreak feature for the iphone se – and so the key focus of this review – is the iphone se camera and how well it performs in day to day use – given that there’s ‘old’ hardware on offer here apple has taken a gamble that it can improve photo quality using image processing powered by the a13 bionic chipset,1,0.9949334939083276,1
321,this is an undeniably small screen next to what you might find elsewhere,1,0.9846558209342035,1
322,the price of that smoothness of course is that ios has a more rigid layout than android does and pushes you into using apples services whenever possible,1,0.9723533855381844,1
323,in our early battery tests the iphone se easily outlasts the iphone 8 and original 2016 iphone se,1,0.989323416562252,1
324,spoiler alert the gamble has paid off handsomely,1,0.9149176896963949,1
325,plenty of android competitors offer 62inch to 65inch screens for the same price and some might even be oled,1,0.982608710867347,1
326,yeah sure amazon music and google photos work on iphones but apple music and icloud photo library work better for instance allowing you to upload photos to the cloud in the background,1,0.976643251978826,1
327,i should note that i have more battery tests to run including streaming video tests so check back when ill update the results,1,0.9820140190474271,1
328,the new iphone se goes toetotoe with the iphone 11 pro max in terms of general snapping and only struggles when it comes to the areas where the hardware is lacking,1,0.9889503271541424,1
329,i won’t say those displays look more “realistic” but they’ll please your eye in a way the iphone se’s 47inch ips screen can’t match,1,0.9833331656682375,1
330,you also still have to put all of your apps on your home screens and cant have anything on your home screens except apps which is less flexible and powerful than the myriad widgets that android offers,1,0.9876354546128369,1
331,the iphone se has wireless charging which is another feature not found on most budget phones,1,0.9841937349753338,1
332,we’ll explain more about that in a moment but we’ve compared the iphone se 2020 to the iphone 11 pro max the iphone xs max and the iphone 8 plus and it holds its own well,1,0.9922667833746034,1
333,they’re bigger of course and often have a punchier more vibrant look,1,0.9838221648490159,1
334,back to the se itself though if you have an iphone 5 or an iphone 5c  at amazon  you may have noticed your phone slowing down a bit with ios 9,1,0.9899449858732026,1
335,there is also support for fastcharging which replenishes the battery to 50 in 30 minutes,1,0.9803668170097516,1
336,before we go into more detail about the camera’s performance let’s look at the hardware the iphone se camera is basically using the same set of lenses and megapixel count as the iphone 8 with a 12mp camera a sixelement lens and a sapphire glass cover for strength,1,0.979177805464162,1
337,let me put it another way,0,0.9188424398417706,1
338,its not really planned obsolescence on apples part but rather that newer oses simply assume newer processors,1,0.8945802261582186,1
339,but the iphone se doesnt come with the necessary 18watt charger and instead includes the slower 5watt one,1,0.976418051030032,1
340,we don’t know the exact sensor that’s being used  apple wouldn’t confirm whether it had upgraded the hardware there  but the same 12mp camera and f18 aperture remains so it seems that there’s very little change to the sensor,1,0.9802258960009586,1
341,the new iphone se’s screen is about 23 percent smaller than a google pixel 3a’s and 40 percent smaller than that of a moto g stylus or samsung galaxy a51,1,0.9931822696462017,1
342,switching to an se futureproofs you through around ios 12,1,0.977936385546744,1
343,again this is likely to keep the cost of the device low,1,0.9837576113721612,1
344,however apple has kept the same hardware specs for the ‘normal’ wideangle lens on the iphone range since the iphone 8 but hugely improved the quality of the pics – which suggests the processor is doing a lot of the heavy lifting,1,0.9858228036832152,1
345,it’s also 33 percent smaller than that of apple’s iphone 11,1,0.9902013262982916,1
346,the iphone ses battery life is the best ive ever seen on an iphone,1,0.9952052901977685,1
347,iphone se has a13 bionic processor performance,1,0.9902451005293411,1
348,so just how much difference does imbuing the iphone se with the same a13 bionic chipset complete with that improved image signal processor inside make,1,0.9903132856527112,1
349,it’s a lot smaller than other phones you’ll be looking at in this price bracket,1,0.990340585277688,1
350,thats because of the combination of the energyefficient modem and processor the small screen and the 1642mah battery which is slightly larger than the 1560mah cell in the iphone 5s,1,0.9758025806386367,1
351,the longevity of apples ios support for older devices is a quiet but significant appeal of owning an iphone,1,0.9736892408015688,1
352,the short answer is a lot,1,0.9603636840066049,1
353,i didn’t have a problem using it on a daily basis,1,0.9692473788452042,1
354,in our standard battery test which streams a fullscreen video continuously over lte we got 6 hours on the iphone se as compared with about 45 hours on the iphone 6 and 6s and 25 hours on the iphone 5s,1,0.9814492936427739,1
355,the iphone 8 and its a11 processor are now twoandahalf years old and will likely stop receiving ios software updates a couple years before the iphone se and its newer a13 bionic processor,1,0.9834362488942859,1
356,put photos from the iphone se 2020 next to snaps taken with the iphone 8 plus for example and you can instantly see improved sharpness more accurate color reproduction and an overall ‘better’ photo whether taken in brighter or darker conditions,1,0.9848879827895819,1
357,in fact normal daytoday use is where the smaller size feels more comfortable,1,0.9866734458757418,1
358,in a reallife test i got 13 hours of solid use out of the phone including gaming taking pictures surfing the web and making phone calls before it needed a recharge,1,0.9765873175230586,1
359,in performance tests the iphone se was consistently better than the iphone 8 and no surprise the original iphone se,1,0.9911263307988979,1
360,apple’s ‘tuning’ of images from the new iphone se – the way it thinks a photo should look – is interesting with the processing appearing to follow in the footsteps of that in the iphone 11 range favoring a coolerlooking scene,1,0.957949989137556,1
361,the new iphone se is a great device for thumbing out a quick text reply snapping a couple photos or popping up yelp to see what food is nearby,1,0.9773187401749356,1
362,the ses main camera is the iphone 6ss 12megapixel camera and it has the same pluses and minuses,1,0.977130795487936,1
363,it scored similar results to what we got on the iphone 11 11 pro and 11 pro max,1,0.9908087062558166,1
364,this results in images that look less warm compared to those from even the iphone xs from 2018 which to our eye are more visually appealing but the processing does produce snaps with good levels of sharpness and clarity,1,0.971175933137345,1
365,it’s small nimble easy to reach and displays just enough information to get the job done,1,0.9426478411280493,1
366,compared with just about every phone camera except for the galaxy s7 its very fast and takes sharp pictures in good light with true colors,1,0.9947472209226017,1
367,in real life that meant app launches were peppy playing games like sky children of light and doomsday vault were a breeze,1,0.932174561508619,1
368,in a sidebyside comparison with the iphone 11 pro max the most featurepacked phone apple has ever created the iphone se doesn’t perform as well… but that’s understandable for the price,1,0.9943367916420064,1
369,the longer i used the device though the more i felt constrained,1,0.9848156322227731,1
370,it also records 4k video at 30 frames per second as well as slowmotion video at up to 240 frames per second in 720p,1,0.9840983262465363,1
371,editing photos was easy and i could even use graphicsheavy ar apps such as wonderscope which transformed my bedroom into a training ground for ghosts,1,0.9618653258830164,1
372,it’s clear that the se has a tendency towards overexposing in some scenarios with some of the color and vividness lost in a few pictures,1,0.9567643977397594,1
373,this starts on the home screen where apps are icons sit noticeably closer together than on most iphones,1,0.9728061743906321,1
374,but as with the iphone 6s the cameras lowlight performance doesnt rule the roost,1,0.9760056171522073,1
375,the rear camera on the se has the same specs as the iphone 8 but when combined with the a13 chip and ios 13 it transforms the camera into something that can compete with the best phone cameras and even go toetotoe with the main rear camera on the iphone 11,1,0.9935356434405596,1
376,one in particular saw us having to massively drop the exposure of a nature scene taken under forest cover,1,0.9524767548395525,1
377,text can be harder to read since it’s smaller and you’ll need to scroll more while navigating websites,1,0.9719219755558947,1
378,the samsung galaxy note 5 and the galaxy s7 both take brighter shots with better color balance when the lights go down,1,0.9894321352963478,1
379,it has a slew of features including smart hdr for photos quick take filming and portrait mode  these are impressive features and a first for a 399 iphone,1,0.9904473227118298,1
380,despite the darker conditions the image was far too bright – it seemed the new iphone se camera was trying too hard to compensate,1,0.9871592202260848,1
381,then there’s video,1,0.98966790475149,1
382,the 12megapixel frontfacing camera is the iphone 6s camera plus apples new selfie flash feature which dials up the screen brightness to improve image quality in low light,1,0.9936733194808774,1
383,the iphone se has a single rear camera that has smarthdr and portrait mode for photos,1,0.9943682493826643,1
384,we often found that the images on the viewfinder were much brighter than in real life which usually meant we had to tweak the exposure,1,0.9757327104045501,1
385,mobile video consumption is a big deal for many people and it’s a place the iphone se must make a sacrifice,1,0.9862828131157677,1
386,in good light its fine in low light things can still get grainy enough that it almost looks an impressionist painting,1,0.9826664252236941,1
387,the rear camera on the se has a 28mm f18 lens while the iphone 11 has two rear cameras a main wideangle camera with a 26mm f18 lens and an ultrawideangle camera with a 13mm f24 lens,1,0.9820148884231243,1
388,however in a direct comparison with the best iphone on the market there wasn’t as much of a difference as the massive gulf in terms of price tag would suggest,1,0.984870286215449,1
389,viewing a video on the 47inch display isn’t nearly as enjoyable as it is on a larger 64inch or 65inch screen,1,0.9888843221821959,1
390,if you want a powerful small smartphone the iphone se is by far your best choice,1,0.9964291925625184,1
391,i do enjoy the ultrawideangle on the iphone 11 but i didnt miss it during my time with the iphone se,0,0.9760969570996147,1
392,you don’t get things like night mode which is superb and worth looking into if you’re considering the iphone 11 or the additional ultrawide and 2x zoom cameras,1,0.9897521270610884,1
393,even the 55inch display on my iphone 7 plus is in another league,1,0.982860045140219,1
394,it is both smaller and faster than its viable android competitors the 47inch alcatel one touch idol 3 47 12400 at amazon and the 5inch htc one a9 15500 at amazon ,1,0.9732445767919102,1
395,when i compare photos taken with each phone its hard to distinguish between them unless you bring them onto a larger screen and even then the differences are subtle,1,0.9841137070985599,1
396,in terms of the image quality you do get the differences are small but still there to see,1,0.9946206824624783,1
397,while the iphone se’s display left me precisely as whelmed as i’d expected its audio quality delivered a surprise,1,0.9811214370662675,1
398,notice that to find any android competitors at all i needed to stretch up to a considerably larger screen size,1,0.987148807751769,1
399,in good light photos from each are similar in terms of image quality,1,0.9964311132962658,1
400,not all the tricks have come off – for instance the depth of field capabilities on the iphone se aren’t as strong due to the aforementioned lack of a depthsensing lens,1,0.9292880667527631,1
401,this little phone can rock,1,0.9789501062255014,1
402,and its so much faster with much better wireless performance than the iphone 5s or 5c that people with those phones should consider upgrading right now,1,0.9942563976151342,1
403,look at the pictures below of a tree i took in my backyard,1,0.9675756486163063,1
404,this means portrait mode doesn’t always quite work out the edges of the subject and it can only manage to use the background defocusing on humans not on objects,1,0.981371940309141,1
405,the iphone se delivers stereo playback with enough volume to fill a living room with sound,1,0.9566754922099808,1
406,along with small android phones like the idol 47 and the a9 the iphone se also throws the iphone 6 off the bus,1,0.9833386057890032,1
407,can you tell the difference,0,0.8935850944951427,1
408,the new iphone se camera will blur around the edges of a subject at times meaning using one of the smart effects like stage light mono look quite strange with parts of the hair missing at the sides,1,0.9893403963058296,1
409,there’s even a hint of bass which opens the soundstage and reduces distortion during complex tracks,1,0.9403271451769648,1
410,theres really no reason to get the middling iphone 6 any more—the se delivers more power for less money,1,0.9842302070525051,1
411,you see my point,0,0.9180212267889042,1
412,it’s not terrible but it’s not easy to get the smartlooking snaps apple uses in its marketing,1,0.95673253824043,1
413,listening to lofi hiphop beats i noticed a depth of sound that i don’t often hear in a midrange smartphone,1,0.956057865805756,1
414,if you want to step up in screen size get an iphone 6s or an iphone 6s plus 74900 at verizon wireless ,1,0.9927029673052092,1
415,the most obvious difference is that the iphone se photo is framed tighter than the iphone 11,1,0.9869270410323048,1
416,while any phone that can algorithmically work out a subject using machine smarts alone is impressive there’s a gulf in quality between a portrait mode photo taken with a phone with twocameras compared to a single sensor,1,0.9893184738605438,1
417,it sounds like an older oontz speaker i frequently use though the iphone se’s maximum volume is much lower,1,0.986925118048683,1
418,most people i think will want a larger window to the internet,1,0.9672659005763088,1
419,here are a few other photos from the iphone se,1,0.9950037019266371,1
420,elsewhere the lowlight detail isn’t as robust and the color reproduction is behind that of the behemothic iphone 11 pro max,1,0.9746139706478922,1
421,the clear midrange helps in movies as well,1,0.9813781189831328,1
422,thats one reason why the 55inch samsung galaxy s7 edge remains our editors choice for smartphones overall,1,0.9887751031283109,1
423,the iphone se is great at capturing accurate colors,1,0.9830118035357698,1
424,but when you consider the relative cost of the phones and the fact that the new iphone se is about a third of the price of the 11 pro max it’s easy to forgive some of these mild deficiencies and instead be impressed that apple has managed to improve things so well just by putting a new engine inside what is in many respects an old handset,1,0.9899694736955496,1
425,big explosions and deep bass soundtracks tend to wreck smartphone speakers with smaller and less expensive phones suffering the worst of it,1,0.9699552470625804,1
426,but im willing to create a new category here to give the iphone se a prize,1,0.9696614620083444,1
427,smart hdr is impressive in keeping the sky from blowing out and the shadows relatively free of image noise,1,0.9592269861758183,1
428,the frontfacing camera a 7mp affair has also been given smarter capabilities you’re able to take the aforementioned portrait mode pictures meaning the background blurs away and you can arrest the world with only your dazzling features,1,0.9749213993189754,1
429,the iphone se isn’t free of muffled dialogue particularly in action scenes where explosions and dialogue often occur simultaneously but it does better than most,1,0.9598438406088077,1
430,let the iphone se be known as our first editors choice for small smartphones and lets hope that other manufacturers start to give apple some real competition,1,0.9746909334324566,1
431,in this photo of wood slats look at the amount of detail and texture the iphone se captured,1,0.9750936816670579,1
432,there’s no ‘slofie’ read slowmotion selfie video option here and we can’t say we miss it – although that may just be because we’re still slightly sickened by the invention of the word ‘slofie’,1,0.9762282795505158,1
433,and yes it’s a huge upgrade for anyone still stuck on the original iphone se,1,0.9780612856691728,1
434,the apple iphone se is the best choice if youre looking for a small but powerful smartphone,1,0.9970720767420238,1
435,a nice snap of my breakfast taken under medium lighting,1,0.9317667342892882,1
436,the quality of the images is good – they’re sharp and clean and even look decent in lowlight too,1,0.9894538377019974,1
437,as mentioned there’s no 35mm audio jack here so you’ll need wireless audio or a lightningto35mm audio adapter to use external audio devices,1,0.9766618661833916,1
438,both phones have portrait mode and produce excellent results,1,0.9875962383402077,1
439,apple has applied its photography algorithms well here and improved the capability of the frontfacing camera to take smooth welllit photos,1,0.9783494313686,1
440,glance at the specs and the iphone se’s camera doesn’t look impressive,1,0.9929697439404197,1
441,the 11 can capture portrait mode photos of both people and pets,0,0.9860765228480911,1
442,again using any of the portrait mode options will mostly lead to a closelycropped image with hair looking somewhat unnatural or blurred – but standard selfies come out well,1,0.9805889519984873,1
443,it’s a singlelens system with a 12mp shooter,0,0.8590151027016457,1
444,the iphone se like the iphone xr 599 at apple can only do people,1,0.9920199773442117,1
445,in terms of video too the overall power of the iphone se 2020 is as good as anything apple is offering elsewhere in its lineup you can shoot 4k video at up to 60 frames per second fps,1,0.9939115064504122,1
446,it has optical image stabilization portrait mode panorama mode and smart hdr among other features but none of that truly stands out,1,0.9810015477713698,1
447,its not until you look very closely at the photos below that you can see that the iphone 11s portrait mode captures just a bit more detail and less noise,1,0.9840698175025097,1
448,the 60fps option should only be used in good light though as movies will look dark in lower light,1,0.9863007248025781,1
449,apple claims the secret sauce is its image pipeline powered by the powerful a13 bionic’s neural engine,1,0.9611694237466942,1
450,in the picture below of my shoulder youll notice the quality of the falloff from infocus to outoffocus areas looks more natural on the iphone 11 than on the iphone se,1,0.9804700944002666,1
451,the slickness of the footage looks a bit odd – it almost looks too slick – but it gives a nicer look for fastmoving scenes,1,0.9453272129372013,1
452,and you know what,0,0.9140953980615497,1
453,below are photos of my bike trainer taken indoors in medium lighting,1,0.9658072738688325,1
454,the new iphone se battery size hasn’t been announced by apple it never reveals this spec but we do know that the iphone 8 came with a 1821mah power pack and we anticipate something similar for the iphone se 2020,1,0.9889495090583663,1
455,it’s good sauce,1,0.972013739078855,1
456,the most obvious difference here is the framing is tighter on the iphone se,1,0.974155889945017,1
457,and if that is indeed the case then it’s a potential issue because the iphone 8 didn’t have stellar battery life – it could just about last a day in normal use with the charger needing to be in reach towards the end of the evening,1,0.9868481532452432,1
458,this is all the camera i’ll ever need on a phone,1,0.9916756714409467,1
459,but the iphone 11 captured more detail which you can see on the wall outlet,1,0.9676156870065016,1
460,the new iphone se should in theory have a longerlasting battery as it’s got a more efficient engine at its heart and ios 134 is better at managing power consumption,1,0.9803534098964719,1
461,the new se takes pleasing outdoor photos,1,0.9857133613718844,1
462,and if you look at the bottom right side of the trainer youll notice the iphone se suffers from noise in the shadows,1,0.9861510580970185,1
463,however apple says the iphone se “lasts about the same as iphone 8” which is surprising and suggests that you should see about 24 hours’ less battery life in normal use than an iphone 11 and up to 25 hours less if just using the iphone for audio,1,0.9949447157985727,1
464,i wouldn’t call its look neutral but the iphone se is less prone to dramatic vibrant shots than most android phones,1,0.9866280011282929,1
465,that said there isnt a huge difference between the photos,1,0.9844423513134466,1
466,in practical use we saw a mixed performance from the new iphone in terms of battery life it certainly wasn’t in the same poweruse bracket as the impressive iphone xr and iphone 11 range and we found ourselves having to regularly reach for the charger in the evening,1,0.9906665944317965,1
467,that can leave the iphone se looking flat but the iphone largely avoids excessive color saturation,1,0.9723259552307071,1
468,for indoor and medium light photos the 11 has a thin edge,1,0.9694879045416825,1
469,however on lowusage days where we didn’t use the iphone for a heavy amount of photography or web browsing we got to the end of the day with over 30 left in the tank and we saw little powerdrain overnight too suggesting that the iphone se is pretty powerefficient in standby mode,1,0.9740322571760093,1
470,photos look realistic and balanced,1,0.9732086965592799,1
471,as for video both phones are similar,1,0.9916570809052231,1
472,but overall we felt that the iphone se was indeed a throwback to the older 47inch iphone models where it just felt like the power pack inside wasn’t big enough to comfortably last the day – we definitely didn’t have the confidence in this handset that we’ve come to enjoy with more recent iphones,1,0.991819651374543,1
473,i must praise the new se’s ability to handle bright lighting,1,0.9610901684735585,1
474,the iphone se and 11 can shoot 4k 60fps video but only the 11 takes advantage of the extended dynamic range at that resolution and frame rate,1,0.98702644220128,1
475,however if you’re coming from an original iphone se or older iphone model you won’t notice any issue and you’ll probably see a slight improvement – it’s just a shame that this feels like an opportunity to improve things that apple has surprisingly missed,1,0.9938197793245634,1
476,this is a place where midrange android phones often fall short,1,0.9846686218504693,1
477,the se has extended dynamic range for video but only up to 4k 30fps,1,0.9821464058145153,1
478,one way of alleviating this issue is to invest in a fast charger,1,0.978684699931873,1
479,it’s not perfect but blue skies are less likely to overwhelm a photo’s background and the new se usually settles on the right white balance without the need for finicky adjustments,1,0.9857596983980967,1
480,take a look at my iphone se review video to see samples of videos captured with the iphone se,1,0.9838583388218496,1
481,anything with usbc pd or 18w power delivery such as the charger that comes in the box with the iphone 11 pro and is available for an extra 29  £29  au49 will charge the phone rapidly – we’re talking getting you from empty to over 50 in around 30 minutes,1,0.97241307300709,1
482,i was less inspired by the new se’s indoor quality,1,0.9794323658091102,1
483,the one place where theres a big difference between the two phones are the selfie cameras,1,0.993671122726287,1
484,the overall charging speed is around one hour and 50 minutes for a full deadto100 recharge but the 5w charger that comes in the box will be a lot slower,1,0.9760258935221205,1
485,the phone still settles on the right white balance,1,0.9899767403760754,1
486,the iphone 11 has a wider frontfacing camera and its capable of shooting 4k and slowmo videos,1,0.9699733000284433,1
487,we’d suggest picking up a fast iphone charger from apple or anker to suit your speedier charging needs,1,0.9633550988552124,1
488,however its tendency to take neutral realistic shots can leave some photos looking flat,1,0.9829081974953943,1
489,the iphone se only shoots 1080p video and no slofies,1,0.979013567919357,1
490,then again you could buy a wireless charger instead as the iphone se 2020 is qicharging enabled,1,0.9791608391945212,1
491,this is a different problem from the noisy grainy images you’ll see on a subpar smartphone camera,1,0.9849400455755044,1
492,both have portrait mode for selfies but photos from the iphone 11 show more detail in my skin,1,0.9892430351285555,1
493,grab a cheap wireless pad or two for home and when eventually at work and you’ll never have an issue with power levels again,1,0.9803471392982044,1
494,i think the photos look plenty sharp,1,0.9891552108648247,1
495,it’s not ideal – we’d rather the iphone could just easily last a day without you needing to reach for the charger giving you some breathing room going into the next day or in case of emergency but that’s not the case here for some reason,1,0.9838560449227178,1
496,they just lack the wow factor you might see from a flagship smartphone,1,0.9579568697351116,1
497,should i buy the iphone se,0,0.9710940370849199,1
498,however i still think the new se performs well for its category and you can take excellent indoor photos,1,0.9934082087022451,1
499,this is easily the bestvalue handset from apple yet,1,0.9843990638961505,1
500,i don’t like to stage test photos and i did nothing to improve lighting,1,0.9837790861750494,1
501,not only is it the cheapest model but it comes with touch id a powerful engine that makes it fast and responsive under the finger and a decent camera all for nearly half the price of an iphone 11,1,0.9933744866594875,1
502,simply turning on a lamp will significantly improve your results,1,0.9569397141379904,1
503,you’re going to keep hold of it for a few years,1,0.9823401457045627,1
504,i can’t fault the iphone se’s lowlight performance,0,0.9596542372711893,1
505,the iphone se from 2016 was popular because it offered something novel at the time a new iphone for less cash than the existing models and that same idea has been offered with the latest modelwith the iphone se 2020 you’re likely to still get upgrades and security features for three to four years which will appeal to many who aren’t as bothered about having the very latest features,1,0.9873895656404983,1
506,color saturation and contrast remain wanting to be sure but i’m a little surprised by how clear and sharp these photos turned out,1,0.9786776534060744,1
507,if you want a new iphone but don’t want weight in the pocket then this is the model to go for,1,0.9844803556418481,1
508,you can see grain in the photo but it’s not so bad that the photo looks downright ugly – which is certainly true with some midrange phones,1,0.9788006321411146,1
509,it’s far less weighty partly it seems due to having less battery to lean on and is easier to wrap your fingers around than some models in the range right now,1,0.9766408577562284,1
510,remember however that the iphone se has no night mode or anything similar,1,0.9920646964917742,1
511,while the iphone se 2020 camera is strong it’s not the strongest in the range and it struggles in a few areas such as with exposure levels and depth of field effects,1,0.9798832622041431,1
512,if you try to take a photo outdoors at night you’re going to see a whole lot of nothing,1,0.978123778157611,1
513,however it’s still mightily impressive for the money and will impress those upgrading from much older phones,1,0.9860513163765666,1
514,as a singlelens shooter the iphone se lacks a zoom lens to help taking shots of faroff subjects,1,0.9619528721049142,1
515,we’re still not sure why apple has stuck with the battery life from the iphone 8 but it has,1,0.9949596462375293,1
516,it only supports digital zoom up to 5x,1,0.9350464381645665,1
517,it’s usable but given that the newer models are now able to much more easily last a day in normal use we expected more here – this is very much ‘stereotypical iphone battery life’,1,0.9941355685171247,1
518,yet i’m not sure that’s much of a disadvantage,1,0.9870971142609141,1
519,the screen on the iphone se 2020 dates back a few years being the same one that was used on the iphone 8,1,0.9948923295246934,1
520,adding an optical zoom lens felt like a big deal when it first came to phones but reception of the idea has cooled over time particularly if the lens is merely a 2x 3x or 5x zoom,1,0.9746878056554342,1
521,it’s not stellar in bright light and it lacks the sharpness of newer screens although the speakers are punchy to help improve the moviewatching experience,1,0.9643288316165678,1
522,i’ve found them hard to use and have largely come to ignore them when i’m not testing their quality,1,0.9867340186861472,1
523,i think the new se’s zoom performance is fine even solid for a midrange phone,1,0.9939231718572324,1
524,zooming all the way in certainly results in a quality hit but the photo is still sharp enough to be usable,1,0.9884057984933965,1
525,that’s better than some inexpensive phones i’ve tried,1,0.9862873962161578,1
526,the iphone se has a 7mp frontfacing camera and it didn’t impress me,0,0.9579722086418134,1
527,it struggles indoors often delivering grainy flat photos,1,0.9765116484502598,1
528,take it outdoors and it struggles with white balance and contrast,1,0.9773926768020658,1
529,it’s a functional shooter that can take good photos in ideal situations but it’s not great for snapping quick selfies,1,0.9804093708846044,1
530,the saving grace is the fact that all phones in this price range have similar issues,1,0.9834496881561339,1
531,portrait mode remains stunning,1,0.9786532961666975,1
532,suddenly photos from the frontfacing camera are elevated from disappointing to not bad,1,0.9674635967703865,1
533,the main camera meanwhile can take awesome portrait photos,1,0.9857932809247284,1
534,remember i am not staging the accompanying photos,1,0.9622909393571201,1
535,i’m not using any special lighting or even turning on a light in a room to make photos better,1,0.9921259010315326,1
